id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
96137,Male,Loyal Customer,49,Business travel,Business,1810,5,5,5,5,3,,,,,,,,,,,,satisfied
32385,Male,disloyal Customer,22,Business travel,Eco,101,4,0,5,5,3,,,,,,,,,,,,satisfied
49588,Male,Loyal Customer,31,Business travel,Business,2460,4,4,4,4,5,,,,,,,,,,,,satisfied
66122,Female,Loyal Customer,55,Business travel,Eco,583,1,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
17414,Female,Loyal Customer,47,Business travel,Business,351,5,5,5,5,4,,,,,,,,,,,,satisfied
118927,Male,Loyal Customer,57,Business travel,Business,570,5,5,5,5,4,,,,,,,,,,,,satisfied
70592,Male,Loyal Customer,25,Business travel,Business,2611,2,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
96282,Female,Loyal Customer,65,Personal Travel,Eco,687,1,4,1,3,2,,,,,,,,,,,,neutral or dissatisfied
109650,Male,Loyal Customer,30,Business travel,Business,3533,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
15450,Male,Loyal Customer,58,Business travel,Eco,377,3,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
83763,Male,Loyal Customer,41,Business travel,Business,926,2,2,2,2,5,,,,,,,,,,,,satisfied
90665,Female,Loyal Customer,55,Business travel,Business,271,4,4,4,4,2,,,,,,,,,,,,satisfied
44573,Male,Loyal Customer,67,Business travel,Business,157,3,4,4,4,1,,,,,,,,,,,,neutral or dissatisfied
233,Female,disloyal Customer,38,Business travel,Business,213,3,4,4,4,1,,,,,,,,,,,,neutral or dissatisfied
1387,Male,Loyal Customer,49,Personal Travel,Eco Plus,312,4,4,4,2,3,,,,,,,,,,,,neutral or dissatisfied
98047,Female,Loyal Customer,40,Business travel,Business,1751,3,3,3,3,4,,,,,,,,,,,,neutral or dissatisfied
129259,Female,disloyal Customer,22,Business travel,Eco,1235,2,2,2,4,4,,,,,,,,,,,,neutral or dissatisfied
119727,Female,Loyal Customer,48,Business travel,Business,3778,4,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
12183,Female,disloyal Customer,35,Business travel,Eco,1075,2,2,2,3,4,,,,,,,,,,,,neutral or dissatisfied
106092,Male,disloyal Customer,21,Business travel,Eco,444,2,4,2,2,4,,,,,,,,,,,,neutral or dissatisfied
25062,Female,Loyal Customer,24,Personal Travel,Eco,594,5,5,5,2,4,,,,,,,,,,,,satisfied
38661,Female,Loyal Customer,54,Business travel,Business,1204,1,1,1,1,2,,,,,,,,,,,,satisfied
110250,Female,Loyal Customer,7,Personal Travel,Eco,1147,1,5,1,1,3,,,,,,,,,,,,neutral or dissatisfied
124918,Female,disloyal Customer,23,Business travel,Eco,728,1,1,1,3,2,,,,,,,,,,,,neutral or dissatisfied
40874,Female,Loyal Customer,54,Personal Travel,Eco,599,2,4,2,3,5,,,,,,,,,,,,neutral or dissatisfied
10686,Male,Loyal Customer,10,Business travel,Business,1944,4,5,5,5,4,,,,,,,,,,,,neutral or dissatisfied
111305,Male,Loyal Customer,25,Business travel,Business,3465,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
27689,Male,Loyal Customer,41,Business travel,Business,2821,5,5,5,5,4,,,,,,,,,,,,satisfied
35188,Female,disloyal Customer,17,Business travel,Eco,950,4,4,4,3,2,,,,,,,,,,,,neutral or dissatisfied
77219,Male,Loyal Customer,39,Business travel,Business,1590,2,2,2,2,3,,,,,,,,,,,,satisfied
76372,Female,Loyal Customer,43,Business travel,Business,2573,2,2,2,2,5,,,,,,,,,,,,satisfied
109534,Female,disloyal Customer,20,Business travel,Eco,966,2,2,2,1,4,,,,,,,,,,,,neutral or dissatisfied
71884,Female,Loyal Customer,16,Personal Travel,Eco,1744,2,3,2,3,4,,,,,,,,,,,,neutral or dissatisfied
99469,Female,Loyal Customer,39,Business travel,Business,3572,3,3,3,3,4,,,,,,,,,,,,satisfied
87714,Male,Loyal Customer,67,Personal Travel,Eco,606,2,5,2,2,5,,,,,,,,,,,,neutral or dissatisfied
15743,Male,Loyal Customer,31,Business travel,Business,544,3,3,3,3,5,,,,,,,,,,,,satisfied
101241,Male,Loyal Customer,48,Business travel,Eco,1587,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
120335,Female,Loyal Customer,22,Business travel,Eco Plus,268,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
105286,Female,disloyal Customer,23,Business travel,Eco,967,2,2,2,1,3,,,,,,,,,,,,neutral or dissatisfied
91181,Male,Loyal Customer,62,Personal Travel,Eco,404,1,4,1,4,5,,,,,,,,,,,,neutral or dissatisfied
3790,Male,Loyal Customer,37,Personal Travel,Eco,599,1,2,1,3,4,,,,,,,,,,,,neutral or dissatisfied
111795,Female,disloyal Customer,33,Business travel,Business,349,3,3,3,4,5,,,,,,,,,,,,neutral or dissatisfied
96337,Female,disloyal Customer,24,Business travel,Business,1609,0,0,0,2,2,,,,,,,,,,,,satisfied
43660,Male,Loyal Customer,25,Business travel,Business,700,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
69683,Male,Loyal Customer,25,Business travel,Business,2580,3,3,3,3,4,,,,,,,,,,,,satisfied
7041,Male,disloyal Customer,19,Business travel,Eco Plus,196,4,2,4,4,2,,,,,,,,,,,,neutral or dissatisfied
98766,Male,Loyal Customer,43,Personal Travel,Eco,1814,2,5,2,2,2,,,,,,,,,,,,neutral or dissatisfied
516,Male,Loyal Customer,57,Business travel,Business,247,5,5,5,5,4,,,,,,,,,,,,satisfied
29481,Male,Loyal Customer,39,Business travel,Eco,1107,5,3,1,3,5,,,,,,,,,,,,satisfied
73317,Female,Loyal Customer,43,Business travel,Business,1197,2,2,2,2,4,,,,,,,,,,,,satisfied
119291,Male,disloyal Customer,37,Business travel,Business,214,2,2,2,4,2,,,,,,,,,,,,neutral or dissatisfied
78338,Male,Loyal Customer,24,Business travel,Business,1547,2,1,1,1,2,,,,,,,,,,,,neutral or dissatisfied
9920,Male,Loyal Customer,57,Business travel,Business,357,2,1,1,1,1,,,,,,,,,,,,neutral or dissatisfied
75372,Male,Loyal Customer,48,Business travel,Business,2585,3,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
18321,Female,Loyal Customer,32,Personal Travel,Eco,715,2,4,2,1,5,,,,,,,,,,,,neutral or dissatisfied
25695,Male,Loyal Customer,33,Business travel,Business,2542,5,5,5,5,5,,,,,,,,,,,,satisfied
123032,Female,Loyal Customer,46,Business travel,Business,631,5,5,5,5,2,,,,,,,,,,,,satisfied
129748,Male,Loyal Customer,15,Business travel,Business,337,5,5,5,5,5,,,,,,,,,,,,satisfied
102593,Female,disloyal Customer,21,Business travel,Eco,197,2,1,2,4,1,,,,,,,,,,,,neutral or dissatisfied
53170,Male,Loyal Customer,28,Business travel,Eco,589,0,0,0,3,5,,,,,,,,,,,,satisfied
80412,Male,Loyal Customer,40,Business travel,Business,2248,4,4,4,4,2,,,,,,,,,,,,satisfied
44735,Female,disloyal Customer,39,Business travel,Eco Plus,67,2,2,2,3,4,,,,,,,,,,,,neutral or dissatisfied
31738,Female,Loyal Customer,39,Business travel,Eco Plus,967,4,2,2,2,4,,,,,,,,,,,,satisfied
128860,Female,Loyal Customer,40,Business travel,Business,2586,4,4,4,4,4,,,,,,,,,,,,satisfied
25406,Female,disloyal Customer,64,Business travel,Eco,990,3,3,3,4,5,,,,,,,,,,,,neutral or dissatisfied
120445,Male,Loyal Customer,17,Personal Travel,Eco,449,4,3,1,4,4,,,,,,,,,,,,satisfied
110854,Male,Loyal Customer,47,Business travel,Business,3027,4,3,4,4,2,,,,,,,,,,,,satisfied
26464,Male,Loyal Customer,38,Personal Travel,Eco,925,4,4,4,2,5,,,,,,,,,,,,satisfied
17475,Female,Loyal Customer,45,Business travel,Eco,241,4,5,2,5,1,,,,,,,,,,,,neutral or dissatisfied
97614,Female,Loyal Customer,58,Business travel,Business,3213,2,2,2,2,2,,,,,,,,,,,,satisfied
74159,Male,Loyal Customer,67,Personal Travel,Eco,641,5,4,4,2,5,,,,,,,,,,,,satisfied
29436,Male,Loyal Customer,46,Business travel,Eco,421,4,2,2,2,4,,,,,,,,,,,,satisfied
80781,Female,Loyal Customer,69,Personal Travel,Business,692,2,4,2,3,5,,,,,,,,,,,,neutral or dissatisfied
39868,Female,disloyal Customer,37,Business travel,Eco,221,2,1,2,4,3,,,,,,,,,,,,neutral or dissatisfied
54635,Female,Loyal Customer,29,Business travel,Business,2026,1,3,1,1,5,,,,,,,,,,,,satisfied
108463,Female,Loyal Customer,60,Personal Travel,Eco,1444,2,0,2,4,2,,,,,,,,,,,,neutral or dissatisfied
128516,Male,Loyal Customer,8,Personal Travel,Eco,304,3,4,5,4,4,,,,,,,,,,,,neutral or dissatisfied
64645,Male,Loyal Customer,59,Business travel,Business,2813,0,0,0,4,3,,,,,,,,,,,,satisfied
89644,Female,Loyal Customer,36,Business travel,Business,944,5,5,4,5,2,,,,,,,,,,,,satisfied
26208,Female,Loyal Customer,59,Business travel,Business,1568,3,4,2,2,5,,,,,,,,,,,,neutral or dissatisfied
58508,Male,Loyal Customer,12,Personal Travel,Eco,719,5,4,5,3,3,,,,,,,,,,,,satisfied
19783,Male,Loyal Customer,26,Business travel,Business,667,4,2,3,2,4,,,,,,,,,,,,neutral or dissatisfied
69766,Male,Loyal Customer,38,Business travel,Business,3944,4,4,4,4,5,,,,,,,,,,,,satisfied
98089,Male,Loyal Customer,43,Business travel,Business,928,2,2,2,2,2,,,,,,,,,,,,satisfied
34748,Male,disloyal Customer,27,Business travel,Eco,264,2,2,2,4,2,,,,,,,,,,,,neutral or dissatisfied
95394,Male,Loyal Customer,37,Personal Travel,Eco,239,4,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
21820,Female,disloyal Customer,39,Business travel,Business,352,1,0,0,3,3,,,,,,,,,,,,neutral or dissatisfied
55743,Female,disloyal Customer,27,Business travel,Eco Plus,2052,1,1,1,3,4,,,,,,,,,,,,neutral or dissatisfied
101947,Female,Loyal Customer,25,Business travel,Business,1935,1,1,1,1,5,,,,,,,,,,,,satisfied
71235,Female,Loyal Customer,38,Business travel,Business,2072,1,1,1,1,3,,,,,,,,,,,,satisfied
127913,Male,disloyal Customer,49,Business travel,Business,1671,1,1,1,2,4,,,,,,,,,,,,neutral or dissatisfied
1864,Male,Loyal Customer,34,Business travel,Business,3801,3,3,3,3,2,,,,,,,,,,,,satisfied
104018,Male,disloyal Customer,22,Business travel,Business,862,4,3,4,4,4,,,,,,,,,,,,neutral or dissatisfied
126076,Male,Loyal Customer,38,Business travel,Business,2709,2,2,2,2,5,,,,,,,,,,,,satisfied
59091,Male,Loyal Customer,9,Personal Travel,Eco,1846,2,4,2,5,3,,,,,,,,,,,,neutral or dissatisfied
35153,Male,Loyal Customer,31,Business travel,Business,1668,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
83828,Female,Loyal Customer,45,Business travel,Business,2529,3,3,3,3,4,,,,,,,,,,,,satisfied
71710,Male,Loyal Customer,31,Personal Travel,Eco Plus,1005,3,4,3,2,5,,,,,,,,,,,,neutral or dissatisfied
103887,Female,Loyal Customer,68,Personal Travel,Eco,1072,4,5,4,3,4,,,,,,,,,,,,neutral or dissatisfied
15200,Female,Loyal Customer,65,Personal Travel,Eco,544,3,2,3,3,1,,,,,,,,,,,,neutral or dissatisfied
72002,Female,Loyal Customer,54,Personal Travel,Eco,1440,4,5,5,3,2,,,,,,,,,,,,neutral or dissatisfied
116923,Male,Loyal Customer,41,Business travel,Business,3338,1,1,1,1,2,,,,,,,,,,,,satisfied
91946,Female,Loyal Customer,22,Personal Travel,Eco,2475,1,4,0,3,4,,,,,,,,,,,,neutral or dissatisfied
23397,Female,Loyal Customer,38,Business travel,Eco,300,1,1,1,1,1,,,,,,,,,,,,neutral or dissatisfied
35511,Male,Loyal Customer,49,Personal Travel,Eco,1069,3,4,3,1,4,,,,,,,,,,,,neutral or dissatisfied
3353,Female,Loyal Customer,60,Business travel,Business,2567,5,5,5,5,3,,,,,,,,,,,,satisfied
33655,Female,Loyal Customer,52,Personal Travel,Eco,413,4,5,4,1,5,,,,,,,,,,,,satisfied
113131,Male,Loyal Customer,38,Personal Travel,Eco Plus,543,3,4,3,3,5,,,,,,,,,,,,neutral or dissatisfied
23475,Male,Loyal Customer,7,Personal Travel,Eco,627,2,4,2,3,5,,,,,,,,,,,,neutral or dissatisfied
111102,Male,Loyal Customer,40,Business travel,Business,319,1,1,2,1,4,,,,,,,,,,,,satisfied
95765,Female,Loyal Customer,15,Personal Travel,Eco,453,1,1,1,2,1,,,,,,,,,,,,neutral or dissatisfied
56305,Female,Loyal Customer,34,Personal Travel,Eco Plus,2227,3,1,3,4,1,,,,,,,,,,,,neutral or dissatisfied
10796,Female,Loyal Customer,60,Business travel,Business,2566,1,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
2589,Female,Loyal Customer,7,Personal Travel,Eco,181,3,2,3,3,5,,,,,,,,,,,,neutral or dissatisfied
83736,Male,Loyal Customer,41,Personal Travel,Business,1183,4,4,4,3,2,,,,,,,,,,,,neutral or dissatisfied
18412,Female,Loyal Customer,22,Personal Travel,Eco,284,3,5,3,1,3,,,,,,,,,,,,neutral or dissatisfied
60760,Male,Loyal Customer,25,Business travel,Business,3146,1,1,3,1,4,,,,,,,,,,,,satisfied
90841,Female,disloyal Customer,21,Business travel,Eco,545,1,0,1,4,4,,,,,,,,,,,,neutral or dissatisfied
100532,Male,Loyal Customer,28,Personal Travel,Eco,580,3,4,3,3,2,,,,,,,,,,,,neutral or dissatisfied
101969,Male,disloyal Customer,35,Business travel,Eco,804,1,0,0,1,2,,,,,,,,,,,,neutral or dissatisfied
68217,Male,Loyal Customer,32,Business travel,Business,1904,4,4,4,4,4,,,,,,,,,,,,satisfied
32925,Female,Loyal Customer,41,Personal Travel,Eco,216,5,2,5,3,3,,,,,,,,,,,,satisfied
39298,Female,Loyal Customer,49,Personal Travel,Eco,268,1,2,0,4,3,,,,,,,,,,,,neutral or dissatisfied
10735,Male,Loyal Customer,74,Business travel,Eco,134,2,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
33785,Male,Loyal Customer,29,Business travel,Business,2145,2,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
8943,Female,Loyal Customer,38,Business travel,Business,2480,1,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
99849,Female,Loyal Customer,26,Personal Travel,Eco,587,3,4,4,2,2,,,,,,,,,,,,neutral or dissatisfied
5818,Male,Loyal Customer,69,Personal Travel,Eco,157,1,4,0,1,2,,,,,,,,,,,,neutral or dissatisfied
8617,Female,Loyal Customer,57,Personal Travel,Eco Plus,1371,4,3,4,4,4,,,,,,,,,,,,neutral or dissatisfied
33553,Female,Loyal Customer,39,Business travel,Business,3084,2,2,2,2,1,,,,,,,,,,,,satisfied
108314,Female,Loyal Customer,29,Business travel,Business,1750,5,5,5,5,5,,,,,,,,,,,,satisfied
117211,Male,Loyal Customer,54,Personal Travel,Eco,304,1,4,1,4,5,,,,,,,,,,,,neutral or dissatisfied
116024,Female,Loyal Customer,67,Personal Travel,Eco,417,1,3,1,4,3,,,,,,,,,,,,neutral or dissatisfied
118993,Male,Loyal Customer,35,Business travel,Eco,479,3,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
82755,Female,Loyal Customer,56,Business travel,Business,1916,2,1,5,5,2,,,,,,,,,,,,neutral or dissatisfied
15126,Female,Loyal Customer,35,Business travel,Eco,1042,5,4,4,4,5,,,,,,,,,,,,satisfied
95409,Female,Loyal Customer,62,Personal Travel,Eco,187,3,5,3,2,4,,,,,,,,,,,,neutral or dissatisfied
125061,Female,Loyal Customer,42,Business travel,Business,90,1,1,1,1,4,,,,,,,,,,,,satisfied
20373,Female,Loyal Customer,28,Personal Travel,Eco,265,3,1,3,3,2,,,,,,,,,,,,neutral or dissatisfied
125993,Male,Loyal Customer,11,Personal Travel,Business,468,3,1,1,3,3,,,,,,,,,,,,neutral or dissatisfied
5443,Female,disloyal Customer,23,Business travel,Business,265,1,4,0,3,3,,,,,,,,,,,,neutral or dissatisfied
82407,Male,Loyal Customer,54,Personal Travel,Eco,500,2,2,2,3,4,,,,,,,,,,,,neutral or dissatisfied
48696,Male,Loyal Customer,38,Business travel,Business,3810,3,3,3,3,5,,,,,,,,,,,,satisfied
21276,Male,disloyal Customer,36,Business travel,Eco,692,1,1,1,4,1,,,,,,,,,,,,neutral or dissatisfied
56239,Male,Loyal Customer,54,Personal Travel,Eco Plus,1585,2,1,2,2,4,,,,,,,,,,,,neutral or dissatisfied
118839,Female,disloyal Customer,40,Business travel,Business,369,2,2,2,3,1,,,,,,,,,,,,neutral or dissatisfied
48053,Male,Loyal Customer,17,Personal Travel,Eco,896,2,5,2,2,4,,,,,,,,,,,,neutral or dissatisfied
95108,Female,Loyal Customer,25,Personal Travel,Eco,319,3,4,3,4,2,,,,,,,,,,,,neutral or dissatisfied
97625,Male,Loyal Customer,54,Personal Travel,Eco,764,2,4,2,4,3,,,,,,,,,,,,neutral or dissatisfied
75792,Male,Loyal Customer,51,Personal Travel,Eco,813,3,2,3,3,2,,,,,,,,,,,,neutral or dissatisfied
23145,Female,Loyal Customer,44,Business travel,Business,250,0,0,0,1,4,,,,,,,,,,,,satisfied
6503,Female,Loyal Customer,57,Business travel,Business,599,4,4,4,4,5,,,,,,,,,,,,satisfied
71897,Female,Loyal Customer,30,Personal Travel,Eco,1829,4,5,4,4,3,,,,,,,,,,,,neutral or dissatisfied
79089,Male,Loyal Customer,11,Personal Travel,Eco,226,2,4,2,3,3,,,,,,,,,,,,neutral or dissatisfied
69010,Female,Loyal Customer,48,Business travel,Business,1391,1,1,1,1,3,,,,,,,,,,,,satisfied
108326,Male,Loyal Customer,26,Business travel,Business,1750,1,1,1,1,3,,,,,,,,,,,,satisfied
42256,Male,Loyal Customer,43,Business travel,Business,462,4,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
16664,Female,Loyal Customer,22,Business travel,Business,1999,3,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
32424,Male,Loyal Customer,49,Business travel,Business,163,2,1,5,1,4,,,,,,,,,,,,neutral or dissatisfied
116119,Male,Loyal Customer,47,Personal Travel,Eco,447,5,5,5,3,5,,,,,,,,,,,,satisfied
99379,Male,Loyal Customer,59,Business travel,Business,2060,2,2,2,2,2,,,,,,,,,,,,satisfied
115447,Female,Loyal Customer,34,Business travel,Business,447,5,5,5,5,3,,,,,,,,,,,,satisfied
19628,Female,Loyal Customer,24,Business travel,Business,3689,1,2,1,1,5,,,,,,,,,,,,satisfied
45980,Male,Loyal Customer,46,Business travel,Eco,483,3,2,2,2,3,,,,,,,,,,,,satisfied
57896,Male,Loyal Customer,41,Business travel,Business,1925,1,1,3,1,5,,,,,,,,,,,,satisfied
486,Male,Loyal Customer,48,Business travel,Business,354,1,1,1,1,3,,,,,,,,,,,,satisfied
65323,Male,disloyal Customer,24,Business travel,Business,432,5,5,5,3,3,,,,,,,,,,,,satisfied
62973,Female,Loyal Customer,32,Business travel,Business,2273,1,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
25946,Female,Loyal Customer,46,Business travel,Business,1583,1,1,1,1,3,,,,,,,,,,,,satisfied
82607,Female,Loyal Customer,48,Business travel,Business,2505,3,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
85544,Male,Loyal Customer,31,Business travel,Business,259,3,3,3,3,5,,,,,,,,,,,,satisfied
64884,Male,Loyal Customer,48,Business travel,Business,190,1,1,1,1,5,,,,,,,,,,,,satisfied
76192,Male,Loyal Customer,47,Business travel,Business,2422,4,5,4,4,4,,,,,,,,,,,,satisfied
72474,Male,Loyal Customer,25,Business travel,Business,2737,1,1,1,1,5,,,,,,,,,,,,satisfied
80168,Female,disloyal Customer,17,Business travel,Eco,817,3,3,3,4,3,,,,,,,,,,,,neutral or dissatisfied
95519,Female,Loyal Customer,38,Business travel,Eco Plus,319,1,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
83827,Female,disloyal Customer,33,Business travel,Business,425,3,3,3,5,3,,,,,,,,,,,,neutral or dissatisfied
9781,Female,Loyal Customer,20,Personal Travel,Eco,383,1,4,1,5,1,,,,,,,,,,,,neutral or dissatisfied
90807,Female,Loyal Customer,71,Business travel,Business,366,2,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
68259,Male,Loyal Customer,22,Personal Travel,Eco,631,1,4,1,5,3,,,,,,,,,,,,neutral or dissatisfied
79344,Female,Loyal Customer,43,Business travel,Business,2191,4,4,4,4,3,,,,,,,,,,,,satisfied
65907,Male,Loyal Customer,28,Business travel,Business,3935,2,2,2,2,5,,,,,,,,,,,,satisfied
76759,Female,Loyal Customer,42,Business travel,Business,2896,2,2,2,2,5,,,,,,,,,,,,satisfied
111187,Female,Loyal Customer,49,Business travel,Business,1506,1,1,1,1,4,,,,,,,,,,,,satisfied
88111,Male,Loyal Customer,41,Business travel,Business,1896,2,2,2,2,4,,,,,,,,,,,,satisfied
11809,Male,Loyal Customer,68,Personal Travel,Eco Plus,429,1,4,2,1,1,,,,,,,,,,,,neutral or dissatisfied
96656,Male,Loyal Customer,39,Personal Travel,Eco,937,2,4,2,3,5,,,,,,,,,,,,neutral or dissatisfied
13392,Female,Loyal Customer,54,Business travel,Business,456,4,3,3,3,5,,,,,,,,,,,,neutral or dissatisfied
128213,Female,Loyal Customer,39,Business travel,Business,2083,2,2,2,2,5,,,,,,,,,,,,satisfied
3906,Male,Loyal Customer,10,Personal Travel,Eco,213,2,0,0,2,2,,,,,,,,,,,,neutral or dissatisfied
88899,Male,Loyal Customer,23,Business travel,Business,3155,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
123031,Male,Loyal Customer,53,Business travel,Business,2819,5,5,5,5,3,,,,,,,,,,,,satisfied
70459,Male,Loyal Customer,60,Business travel,Business,3858,3,3,4,3,2,,,,,,,,,,,,satisfied
48666,Male,Loyal Customer,36,Business travel,Business,3199,4,4,4,4,3,,,,,,,,,,,,satisfied
125453,Male,disloyal Customer,30,Business travel,Business,2979,1,1,1,2,1,,,,,,,,,,,,neutral or dissatisfied
125959,Female,Loyal Customer,69,Personal Travel,Eco Plus,992,2,5,2,2,4,,,,,,,,,,,,neutral or dissatisfied
55012,Female,Loyal Customer,26,Business travel,Business,1379,1,1,5,1,4,,,,,,,,,,,,satisfied
119298,Female,Loyal Customer,63,Business travel,Business,214,2,5,5,5,5,,,,,,,,,,,,neutral or dissatisfied
49704,Male,Loyal Customer,35,Business travel,Business,3732,4,4,4,4,3,,,,,,,,,,,,satisfied
14547,Male,Loyal Customer,43,Personal Travel,Eco,362,2,5,5,3,2,,,,,,,,,,,,neutral or dissatisfied
125827,Female,Loyal Customer,59,Business travel,Business,951,4,4,4,4,2,,,,,,,,,,,,satisfied
80008,Male,Loyal Customer,42,Personal Travel,Eco,1010,2,3,2,2,5,,,,,,,,,,,,neutral or dissatisfied
114420,Male,Loyal Customer,59,Business travel,Business,417,1,1,1,1,3,,,,,,,,,,,,satisfied
90259,Female,disloyal Customer,34,Business travel,Business,879,2,2,2,1,3,,,,,,,,,,,,neutral or dissatisfied
103771,Male,Loyal Customer,55,Business travel,Business,2806,3,3,4,3,3,,,,,,,,,,,,neutral or dissatisfied
70380,Male,Loyal Customer,49,Business travel,Business,1562,3,5,5,5,5,,,,,,,,,,,,neutral or dissatisfied
4217,Male,Loyal Customer,40,Personal Travel,Eco,888,3,5,3,5,2,,,,,,,,,,,,neutral or dissatisfied
76604,Male,Loyal Customer,11,Business travel,Business,3338,5,5,5,5,4,,,,,,,,,,,,satisfied
2451,Female,Loyal Customer,47,Business travel,Business,2378,4,4,4,4,2,,,,,,,,,,,,satisfied
48564,Male,Loyal Customer,19,Personal Travel,Eco,776,4,5,5,4,1,,,,,,,,,,,,neutral or dissatisfied
95817,Female,disloyal Customer,22,Business travel,Eco,955,2,2,2,4,3,,,,,,,,,,,,neutral or dissatisfied
24184,Male,Loyal Customer,58,Business travel,Eco,134,4,3,3,3,4,,,,,,,,,,,,satisfied
113121,Female,Loyal Customer,11,Personal Travel,Eco,543,2,5,2,4,3,,,,,,,,,,,,neutral or dissatisfied
17424,Female,Loyal Customer,37,Business travel,Eco,351,5,1,1,1,5,,,,,,,,,,,,satisfied
127342,Female,Loyal Customer,45,Business travel,Business,507,5,5,5,5,4,,,,,,,,,,,,satisfied
66301,Female,Loyal Customer,45,Business travel,Business,852,1,1,1,1,5,,,,,,,,,,,,satisfied
14632,Male,Loyal Customer,38,Business travel,Eco,363,5,3,1,1,5,,,,,,,,,,,,satisfied
128775,Female,Loyal Customer,54,Personal Travel,Eco,550,3,2,3,4,4,,,,,,,,,,,,neutral or dissatisfied
127461,Male,Loyal Customer,41,Business travel,Business,2075,4,4,2,4,4,,,,,,,,,,,,satisfied
96124,Female,Loyal Customer,41,Personal Travel,Eco Plus,795,1,5,1,1,4,,,,,,,,,,,,neutral or dissatisfied
111501,Male,disloyal Customer,44,Business travel,Business,391,1,1,1,5,5,,,,,,,,,,,,neutral or dissatisfied
97505,Male,Loyal Customer,36,Personal Travel,Eco,756,2,4,3,1,1,,,,,,,,,,,,neutral or dissatisfied
